PLAYER_NAME,Transition,Isolation,PRBallHandler,PRRollman,Postup,Spotup,Handoff,Cut,OffScreen,OffRebound
JaVale McGee,0,0,0,1.154,0.385,1.0,0,1.3,0,0.941
Andre Roberson,1.157,0,0,0,0,0.832,0,1.267,0,1.098
Nemanja Bjelica,1.31,0.71,0,1.368,0.643,0.99,0,1.708,0,0.963
Kendall Marshall,0.429,0.737,0.408,0,0.8,1.0,0,0,0,0
Miles Plumlee,1.353,0,0,1.443,1.027,0,0,1.0,0,0.923
Kyle Anderson,0.787,1.132,0.895,0,0.737,1.018,0.526,1.25,0,0.643
Rashad Vaughn,0.915,0,0.545,0,0,0.693,0.786,0,0.75,0
Cole Aldrich,1.071,0,0,1.148,0.571,0,0,1.101,0,1.087
John Jenkins,0.875,0,0.8,0,0,1.263,0,0,1.385,0
Jonas Jerebko,1.151,0,0,0.568,0.611,0.978,0,1.227,0,0.731
Shabazz Napier,0.359,0.842,0.664,0,0,1.162,0.308,0,0,0
Quincy Acy,1.306,0,0,0.895,0,1.181,0,1.49,0,1.114
Chase Budinger,0.938,0,0.952,0,0,0.933,0.909,1.0,0.692,1.143
Brandon Rush,1.203,0,1.167,0,0,0.977,0,0.857,1.083,0.4
Joe Ingles,1.154,0.813,0.571,0,0,1.228,0.623,0,1.091,0
Noah Vonleh,1.333,0.6,0,0.719,0.4,0.644,0,1.024,0,1.196
Ray McCallum,1.2,0,0.522,0,0,1.077,0.833,1.091,0.8,0
Josh McRoberts,0,0.8,0,0.806,0,0.716,0,1.429,0,0
Solomon Hill,1.036,0.647,0.308,1.231,0,0.8,0,1.407,1.154,1.111
James Anderson,0.581,0,0.692,0,0,0.766,0.667,0,1.1,0
Bismack Biyombo,1.563,0,0,1.178,0.706,0,0,1.075,0,0.896
Alonzo Gee,1.19,0,0.7,0,0,0.811,0,1.209,0,1.034
Darrun Hilliard,1.227,0,0.64,0,0,1.109,1.1,1.067,0,0
Drew Gooden,0.727,0,0,0.469,0,0.594,0,0,0,1.176
Willie Reed,0,0,0,1.182,0.8,0,0,1.185,0,1.077
Glenn Robinson,1.163,0,0.294,0,0,0.792,1.3,1.458,0.474,0
Kelly Oubre,1.123,0,0.48,0,0,0.831,0.667,1.5,0.231,1.059
Phil Pressey,0.875,0,0.429,0,0,0.846,0,0,0,0
Axel Toupane,1.429,0,0,0,0,0.854,0,1.083,0,0
Kyle Singler,1.14,0,0,0,0,0.817,0.267,0.853,0,0.958
Jeff Withey,1.385,0,0,1.077,0,0.706,0,1.136,0,1.027
Johnny O'Bryant,1.25,0,0,0.706,1.0,0.609,0,1.0,0,0.771
Justin Anderson,1.5,0.5,0.688,0,0,0.959,0.933,0.9,0.235,1.4
Kevin Garnett,1.077,0,0,1.214,0.923,0.833,0,0.846,0,0
Dewayne Dedmon,1.55,0,0,1.379,1.067,0,0,0.983,0,0.978
Robert Sacre,0,0,0,1.04,0.684,0.818,0,0.733,0,0.944
Tayshaun Prince,1.167,0,0.667,0.4,0.762,0.828,0,0.957,0,0
Omer Asik,0,0,0,0.985,0,0,0,1.176,0,0.877
Kirk Hinrich,1.194,0,0.738,0,0,0.816,1.308,0,0,0
Luc Mbah a Moute,1.102,0,0,0.75,0,0.861,0,1.091,0,0.636
Chris Johnson,1.079,0,0.611,0,0,0.642,0.828,1.385,0,0
Tarik Black,0,0,0,1.0,0.733,0,0,1.4,0,0.9
Chris Andersen,0,0,0,0.95,0,1.091,0,1.412,0,1.0
Reggie Bullock,1.056,0,0,0,0,1.288,1.0,0,0,0
Andre Miller,0,0,0.8,0,0,0.5,0,1.455,0,0
Kostas Papanikolaou,0.727,0,0.0,0,0,0.771,1.5,0,0,0
Sonny Weems,0.737,0,0.586,0,0,0.909,0.733,0.462,0,0
Pablo Prigioni,1.32,0.5,0.67,0,0,1.027,0,0,0,0
Cristiano Felicio,0,0,0,1.294,0,0.933,0,1.294,0,0.938
Salah Mejri,0,0,0,1.345,0,0,0,1.021,0,1.071
Jason Thompson,0,0,0,1.0,0,0.952,0,1.615,0,1.071
Lamar Patterson,1.615,0,0.385,0,0,0.592,0,1.273,0,0
Ryan Hollins,0,0,0,1.3,0,0,0,1.238,0,1.231
Kendrick Perkins,0,0,0,1.0,0.478,0,0,1.083,0,0
Nick Collison,0,0,0,0.909,0,0,0,0.857,0,0.917
Sergey Karasev,1.143,0,0.682,0,0,0.788,0,1.0,0,0
